pm-backend-api  | [MCPSync] Connection test failed: {"detail":"Provider not found"}
pm-backend-api  | INFO:     127.0.0.1:58624 - "GET /health HTTP/1.1" 200 OK
pm-backend-api  | WARNING:  StatReload detected changes in 'backend/tools/pm_tools.py'. Reloading...
pm-backend-api  | INFO:     Shutting down
pm-backend-api  | INFO:     Waiting for application shutdown.
pm-backend-api  | INFO:     Application shutdown complete.
pm-backend-api  | INFO:     Finished server process [1679]
pm-backend-api  | Checkpoint saver is disabled
pm-backend-api  | INFO:     Started server process [1696]
pm-backend-api  | INFO:     Waiting for application startup.
pm-backend-api  | INFO:     Application startup complete.
pm-backend-api  | [MCPSync] Connection test failed: {"detail":"Provider not found"}
pm-backend-api  | INFO:     127.0.0.1:41534 - "GET /health HTTP/1.1" 200 OK
pm-backend-api  | INFO:     Will watch for changes in these directories: ['/app']
pm-backend-api  | INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
pm-backend-api  | INFO:     Started reloader process [9] using StatReload
pm-backend-api  | Checkpoint saver is disabled
pm-backend-api  | INFO:     Started server process [11]
pm-backend-api  | INFO:     Waiting for application startup.
pm-backend-api  | INFO:     Application startup complete.
pm-backend-api  | INFO:     172.66.0.243:64981 - "GET /api/analytics/projects/d7e300c6-d6c0-4c08-bc8d-e41967458d86%3A478/velocity?sprint_count=6 HTTP/1.1" 200 OK
pm-backend-api  | INFO:     127.0.0.1:42250 - "GET /health HTTP/1.1" 200 OK
pm-backend-api  | [MCPSync] Connection test failed: {"detail":"Provider not found"}
pm-backend-api  | INFO:     172.66.0.243:64981 - "OPTIONS /api/pm/providers HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:30958 - "GET /api/config HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:17614 - "OPTIONS /api/pm/projects HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:34026 - "OPTIONS /api/pm/projects HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:64981 - "GET /api/pm/providers HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:34026 - "OPTIONS /api/ai/providers HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:17614 - "OPTIONS /api/search/providers HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:40598 - "GET /api/config HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:64981 - "OPTIONS /api/search/providers HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:34026 - "GET /api/ai/providers HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:40598 - "GET /api/search/providers HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:27007 - "GET /api/search/providers HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:30958 - "GET /api/pm/projects HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:27007 - "GET /api/pm/projects HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:30958 - "GET /api/pm/projects HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:40598 - "GET /api/pm/projects/d7e300c6-d6c0-4c08-bc8d-e41967458d86%3A496/priorities HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:64981 - "GET /api/pm/projects/d7e300c6-d6c0-4c08-bc8d-e41967458d86%3A496/sprints HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:27007 - "GET /api/pm/projects/d7e300c6-d6c0-4c08-bc8d-e41967458d86%3A496/statuses?entity_type=task HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:34026 - "GET /api/pm/projects/d7e300c6-d6c0-4c08-bc8d-e41967458d86%3A496/epics HTTP/1.1" 200 OK
pm-backend-api  | INFO:     172.66.0.243:17614 - "GET /api/pm/projects/d7e300c6-d6c0-4c08-bc8d-e41967458d86%3A496/users HTTP/1.1" 200 OK
